input_shape_1,input_shape_2,input_shape_3,input_shape_4,bfloat8,bfloat16,INPUTBUFFER0,INPUTBUFFER1,kernel_duration
1664,256,0,0,0,1,1,0,15718
1664,256,0,0,0,1,0,1,14743
1664,256,0,0,0,1,0,1,14833
1664,256,0,0,0,1,0,1,14498
1664,256,0,0,0,1,0,1,14598
1664,256,0,0,1,0,1,0,14839
1664,256,0,0,1,0,1,0,14851
1664,256,0,0,1,0,1,0,14705
1664,256,0,0,1,0,1,0,14594
1664,256,0,0,1,0,0,1,14405
1664,256,0,0,1,0,0,1,14365
1664,256,0,0,1,0,0,1,14182
1664,256,0,0,1,0,0,1,14200
1088,1792,0,0,0,1,1,0,58878
1088,1792,0,0,0,1,1,0,58988
1088,1792,0,0,0,1,1,0,58406
1088,1792,0,0,0,1,1,0,58381
1088,1792,0,0,0,1,0,1,58673
1088,1792,0,0,0,1,0,1,58733
1088,1792,0,0,0,1,0,1,56724
1088,1792,0,0,0,1,0,1,56714
1088,1792,0,0,1,0,1,0,57458
1088,1792,0,0,1,0,1,0,57466
1088,1792,0,0,1,0,1,0,56877
1088,1792,0,0,1,0,1,0,56889
1088,1792,0,0,1,0,0,1,56857
1088,1792,0,0,1,0,0,1,57035
1088,1792,0,0,1,0,0,1,56014
1088,1792,0,0,1,0,0,1,56048
1632,416,0,0,0,1,1,0,22311
1632,416,0,0,0,1,1,0,22183
1632,416,0,0,0,1,1,0,22151
1632,416,0,0,0,1,1,0,21950
1632,416,0,0,0,1,0,1,21913
1632,416,0,0,0,1,0,1,21875
1632,416,0,0,0,1,0,1,21623
1632,416,0,0,0,1,0,1,21620
1632,416,0,0,1,0,1,0,21738
1632,416,0,0,1,0,1,0,21645
1632,416,0,0,1,0,1,0,21558
1632,416,0,0,1,0,1,0,21510
1632,416,0,0,1,0,0,1,21563
1632,416,0,0,1,0,0,1,21565
1632,416,0,0,1,0,0,1,21348
1632,416,0,0,1,0,0,1,21355
96,1632,0,0,0,1,1,0,7951
96,1632,0,0,0,1,1,0,8013
96,1632,0,0,0,1,1,0,7740
96,1632,0,0,0,1,1,0,7724
96,1632,0,0,0,1,0,1,7586
96,1632,0,0,0,1,0,1,7777
96,1632,0,0,0,1,0,1,7307
96,1632,0,0,0,1,0,1,7255
96,1632,0,0,1,0,1,0,7348
96,1632,0,0,1,0,1,0,7386
96,1632,0,0,1,0,1,0,7096
96,1632,0,0,1,0,1,0,7132
96,1632,0,0,1,0,0,1,7224
96,1632,0,0,1,0,0,1,7052
96,1632,0,0,1,0,0,1,6968
96,1632,0,0,1,0,0,1,6955
832,928,0,0,0,1,1,0,40134
832,928,0,0,0,1,1,0,38472
832,928,0,0,0,1,1,0,29958
832,928,0,0,0,1,1,0,29635
832,928,0,0,0,1,0,1,29287
832,928,0,0,0,1,0,1,32087
832,928,0,0,0,1,0,1,23845
832,928,0,0,0,1,0,1,23893
832,928,0,0,1,0,1,0,26144
832,928,0,0,1,0,1,0,25754
832,928,0,0,1,0,1,0,25310
832,928,0,0,1,0,1,0,25425
832,928,0,0,1,0,0,1,25470
832,928,0,0,1,0,0,1,25424
832,928,0,0,1,0,0,1,23385
832,928,0,0,1,0,0,1,23404
768,1568,0,0,0,1,1,0,38042
768,1568,0,0,0,1,1,0,38044
768,1568,0,0,0,1,1,0,37910
768,1568,0,0,0,1,1,0,38074
768,1568,0,0,0,1,0,1,36894
768,1568,0,0,0,1,0,1,36734
768,1568,0,0,0,1,0,1,36427
768,1568,0,0,0,1,0,1,36488
768,1568,0,0,1,0,1,0,36640
768,1568,0,0,1,0,1,0,36996
768,1568,0,0,1,0,1,0,36726
768,1568,0,0,1,0,1,0,36657
768,1568,0,0,1,0,0,1,36222
768,1568,0,0,1,0,0,1,36181
768,1568,0,0,1,0,0,1,36025
768,1568,0,0,1,0,0,1,36018
736,1632,0,0,0,1,1,0,38171
736,1632,0,0,0,1,1,0,38453
736,1632,0,0,0,1,1,0,37977
736,1632,0,0,0,1,1,0,37980
736,1632,0,0,0,1,0,1,36739
736,1632,0,0,0,1,0,1,36636
736,1632,0,0,0,1,0,1,36456
736,1632,0,0,0,1,0,1,36442
736,1632,0,0,1,0,1,0,36997
736,1632,0,0,1,0,1,0,36894
736,1632,0,0,1,0,1,0,36509
736,1632,0,0,1,0,1,0,36657
736,1632,0,0,1,0,0,1,36268
736,1632,0,0,1,0,0,1,36223
736,1632,0,0,1,0,0,1,36063
736,1632,0,0,1,0,0,1,36041
1312,160,0,0,0,1,1,0,9832
1312,160,0,0,0,1,1,0,9860
1312,160,0,0,0,1,1,0,10079
1312,160,0,0,0,1,1,0,9815
1312,160,0,0,0,1,0,1,9681
1312,160,0,0,0,1,0,1,9166
1312,160,0,0,0,1,0,1,9243
1312,160,0,0,0,1,0,1,9293
1312,160,0,0,1,0,1,0,9343
1312,160,0,0,1,0,1,0,9331
1312,160,0,0,1,0,1,0,9260
1312,160,0,0,1,0,1,0,9248
1312,160,0,0,1,0,0,1,8886
1312,160,0,0,1,0,0,1,8899
1312,160,0,0,1,0,0,1,8831
1312,160,0,0,1,0,0,1,8777
1984,96,0,0,0,1,1,0,8578
1984,96,0,0,0,1,1,0,8711
1984,96,0,0,0,1,1,0,8173
1984,96,0,0,0,1,1,0,8109
1984,96,0,0,0,1,0,1,8447
1984,96,0,0,0,1,0,1,8220
1984,96,0,0,0,1,0,1,7412
1984,96,0,0,0,1,0,1,7410
1984,96,0,0,1,0,1,0,7770
1984,96,0,0,1,0,1,0,7840
1984,96,0,0,1,0,1,0,7490
1984,96,0,0,1,0,1,0,7558
1984,96,0,0,1,0,0,1,7471
1984,96,0,0,1,0,0,1,7477
1984,96,0,0,1,0,0,1,6944
1984,96,0,0,1,0,0,1,6950
1856,1920,0,0,0,1,1,0,103831
1856,1920,0,0,0,1,1,0,103842
1856,1920,0,0,0,1,1,0,103661
1856,1920,0,0,0,1,1,0,103603
1856,1920,0,0,0,1,0,1,102416
1856,1920,0,0,0,1,0,1,102493
1856,1920,0,0,0,1,0,1,102305
1856,1920,0,0,0,1,0,1,102229
1856,1920,0,0,1,0,1,0,102243
1856,1920,0,0,1,0,1,0,102271
1856,1920,0,0,1,0,1,0,102205
1856,1920,0,0,1,0,1,0,102006
1856,1920,0,0,1,0,0,1,101654
1856,1920,0,0,1,0,0,1,101650
1856,1920,0,0,1,0,0,1,101465
1856,1920,0,0,1,0,0,1,101501
544,1856,0,0,0,1,1,0,32245
544,1856,0,0,0,1,1,0,32252
544,1856,0,0,0,1,1,0,32032
544,1856,0,0,0,1,1,0,32123
544,1856,0,0,0,1,0,1,31879
544,1856,0,0,0,1,0,1,31664
544,1856,0,0,0,1,0,1,31540
544,1856,0,0,0,1,0,1,31497
544,1856,0,0,1,0,1,0,31257
544,1856,0,0,1,0,1,0,31170
544,1856,0,0,1,0,1,0,30951
544,1856,0,0,1,0,1,0,30936
544,1856,0,0,1,0,0,1,30933
544,1856,0,0,1,0,0,1,30886
544,1856,0,0,1,0,0,1,30682
544,1856,0,0,1,0,0,1,30748
64,1952,0,0,0,1,1,0,6396
64,1952,0,0,0,1,1,0,6350
64,1952,0,0,0,1,1,0,5970
64,1952,0,0,0,1,1,0,5906
64,1952,0,0,0,1,0,1,6162
64,1952,0,0,0,1,0,1,6041
64,1952,0,0,0,1,0,1,5568
64,1952,0,0,0,1,0,1,5508
64,1952,0,0,1,0,1,0,5713
64,1952,0,0,1,0,1,0,5803
64,1952,0,0,1,0,1,0,5420
64,1952,0,0,1,0,1,0,5325
64,1952,0,0,1,0,0,1,5454
64,1952,0,0,1,0,0,1,5415
64,1952,0,0,1,0,0,1,5127
64,1952,0,0,1,0,0,1,5216
1088,1376,0,0,0,1,1,0,44064
1088,1376,0,0,0,1,1,0,44234
1088,1376,0,0,0,1,1,0,43922
1088,1376,0,0,0,1,1,0,43824
1088,1376,0,0,0,1,0,1,43885
1088,1376,0,0,0,1,0,1,43936
1088,1376,0,0,0,1,0,1,43757
1088,1376,0,0,0,1,0,1,43795
1088,1376,0,0,1,0,1,0,43531
1088,1376,0,0,1,0,1,0,43579
1088,1376,0,0,1,0,1,0,43393
1088,1376,0,0,1,0,1,0,43417
1088,1376,0,0,1,0,0,1,43430
1088,1376,0,0,1,0,0,1,43462
1088,1376,0,0,1,0,0,1,43340
1088,1376,0,0,1,0,0,1,43312
1184,1184,0,0,0,1,1,0,43136
1184,1184,0,0,0,1,1,0,43165
1184,1184,0,0,0,1,1,0,42897
1184,1184,0,0,0,1,1,0,42731
1184,1184,0,0,0,1,0,1,42271
1184,1184,0,0,0,1,0,1,42407
1184,1184,0,0,0,1,0,1,41980
1184,1184,0,0,0,1,0,1,41942
1184,1184,0,0,1,0,1,0,42077
1184,1184,0,0,1,0,1,0,42181
1184,1184,0,0,1,0,1,0,41748
1184,1184,0,0,1,0,1,0,41825
1184,1184,0,0,1,0,0,1,41588
1184,1184,0,0,1,0,0,1,41614
1184,1184,0,0,1,0,0,1,41458
1184,1184,0,0,1,0,0,1,41467
1824,448,0,0,0,1,1,0,30948
1824,448,0,0,0,1,1,0,31312
1824,448,0,0,0,1,1,0,28404
1824,448,0,0,0,1,1,0,28356
1824,448,0,0,0,1,0,1,27187
1824,448,0,0,0,1,0,1,27192
1824,448,0,0,0,1,0,1,25500
1824,448,0,0,0,1,0,1,25369
1824,448,0,0,1,0,1,0,26613
1824,448,0,0,1,0,1,0,26616
1824,448,0,0,1,0,1,0,26503
1824,448,0,0,1,0,1,0,26481
1824,448,0,0,1,0,0,1,25282
1824,448,0,0,1,0,0,1,25250
1824,448,0,0,1,0,0,1,25150
1824,448,0,0,1,0,0,1,25171
480,192,0,0,0,1,1,0,6062
480,192,0,0,0,1,1,0,5991
480,192,0,0,0,1,1,0,5670
480,192,0,0,0,1,1,0,5710
480,192,0,0,0,1,0,1,5843
480,192,0,0,0,1,0,1,5726
480,192,0,0,0,1,0,1,5401
480,192,0,0,0,1,0,1,5389
480,192,0,0,1,0,1,0,5397
480,192,0,0,1,0,1,0,5661
480,192,0,0,1,0,1,0,5270
480,192,0,0,1,0,1,0,5298
480,192,0,0,1,0,0,1,5304
480,192,0,0,1,0,0,1,5265
480,192,0,0,1,0,0,1,5186
480,192,0,0,1,0,0,1,5126
1600,1696,0,0,0,1,1,0,79469
1600,1696,0,0,0,1,1,0,79698
1600,1696,0,0,0,1,1,0,79233
1600,1696,0,0,0,1,1,0,79365
1600,1696,0,0,0,1,0,1,79239
1600,1696,0,0,0,1,0,1,79099
1600,1696,0,0,0,1,0,1,78510
1600,1696,0,0,0,1,0,1,78466
1600,1696,0,0,1,0,1,0,78450
1600,1696,0,0,1,0,1,0,78510
1600,1696,0,0,1,0,1,0,78223
1600,1696,0,0,1,0,1,0,78225
1600,1696,0,0,1,0,0,1,77984
1600,1696,0,0,1,0,0,1,78166
1600,1696,0,0,1,0,0,1,77775
1600,1696,0,0,1,0,0,1,77820
1824,1824,0,0,0,1,1,0,96018
1824,1824,0,0,0,1,1,0,96078
1824,1824,0,0,0,1,1,0,95746
1824,1824,0,0,0,1,1,0,95652
1824,1824,0,0,0,1,0,1,95688
1824,1824,0,0,0,1,0,1,95767
1824,1824,0,0,0,1,0,1,95017
1824,1824,0,0,0,1,0,1,94979
1824,1824,0,0,1,0,1,0,94836
1824,1824,0,0,1,0,1,0,94879
1824,1824,0,0,1,0,1,0,94577
1824,1824,0,0,1,0,1,0,94715
1824,1824,0,0,1,0,0,1,94710
1824,1824,0,0,1,0,0,1,94717
1824,1824,0,0,1,0,0,1,94235
1824,1824,0,0,1,0,0,1,94203
1312,1600,0,0,0,1,1,0,63175
1312,1600,0,0,0,1,1,0,63089
1312,1600,0,0,0,1,1,0,63076
1312,1600,0,0,0,1,1,0,63060
1312,1600,0,0,0,1,0,1,62947
1312,1600,0,0,0,1,0,1,62867
1312,1600,0,0,0,1,0,1,62922
1312,1600,0,0,0,1,0,1,63025
1312,1600,0,0,1,0,1,0,61957
1312,1600,0,0,1,0,1,0,61884
1312,1600,0,0,1,0,1,0,61761
1312,1600,0,0,1,0,1,0,61762
1312,1600,0,0,1,0,0,1,61505
1312,1600,0,0,1,0,0,1,61516
1312,1600,0,0,1,0,0,1,61389
1312,1600,0,0,1,0,0,1,61384
1056,1440,0,0,0,1,1,0,46730
1056,1440,0,0,0,1,1,0,46898
1056,1440,0,0,0,1,1,0,46561
1056,1440,0,0,0,1,1,0,46453
1056,1440,0,0,0,1,0,1,46279
1056,1440,0,0,0,1,0,1,46038
1056,1440,0,0,0,1,0,1,45507
1056,1440,0,0,0,1,0,1,45539
1056,1440,0,0,1,0,1,0,45698
1056,1440,0,0,1,0,1,0,45774
1056,1440,0,0,1,0,1,0,45473
1056,1440,0,0,1,0,1,0,45590
1056,1440,0,0,1,0,0,1,45308
1056,1440,0,0,1,0,0,1,45304
1056,1440,0,0,1,0,0,1,45138
1056,1440,0,0,1,0,0,1,45166
1088,864,0,0,0,1,1,0,29932
1088,864,0,0,0,1,1,0,29871
1088,864,0,0,0,1,1,0,29703
1088,864,0,0,0,1,1,0,29695
1088,864,0,0,0,1,0,1,29162
1088,864,0,0,0,1,0,1,29317
1088,864,0,0,0,1,0,1,28973
1088,864,0,0,0,1,0,1,29017
1088,864,0,0,1,0,1,0,29219
1088,864,0,0,1,0,1,0,29056
1088,864,0,0,1,0,1,0,28837
1088,864,0,0,1,0,1,0,29013
1088,864,0,0,1,0,0,1,28879
1088,864,0,0,1,0,0,1,28869
1088,864,0,0,1,0,0,1,28788
1088,864,0,0,1,0,0,1,28794
1056,640,0,0,0,1,1,0,22447
1056,640,0,0,0,1,1,0,22414
1056,640,0,0,0,1,1,0,22332
1056,640,0,0,0,1,1,0,22240
1056,640,0,0,0,1,0,1,22053
1056,640,0,0,0,1,0,1,22222
1056,640,0,0,0,1,0,1,21788
1056,640,0,0,0,1,0,1,21803
1056,640,0,0,1,0,1,0,21778
1056,640,0,0,1,0,1,0,21750
1056,640,0,0,1,0,1,0,21554
1056,640,0,0,1,0,1,0,21583
1056,640,0,0,1,0,0,1,21601
1056,640,0,0,1,0,0,1,21630
1056,640,0,0,1,0,0,1,21443
1056,640,0,0,1,0,0,1,21498
1952,256,0,0,0,1,1,0,17922
1952,256,0,0,0,1,1,0,17958
1952,256,0,0,0,1,1,0,17436
1952,256,0,0,0,1,1,0,17438
1952,256,0,0,0,1,0,1,17998
1952,256,0,0,0,1,0,1,17806
1952,256,0,0,0,1,0,1,16654
1952,256,0,0,0,1,0,1,16605
1952,256,0,0,1,0,1,0,16896
1952,256,0,0,1,0,1,0,16970
1952,256,0,0,1,0,1,0,16735
1952,256,0,0,1,0,1,0,16598
1952,256,0,0,1,0,0,1,16621
1952,256,0,0,1,0,0,1,16602
1952,256,0,0,1,0,0,1,16119
1952,256,0,0,1,0,0,1,16090
320,896,0,0,0,1,1,0,11832
320,896,0,0,0,1,1,0,11921
320,896,0,0,0,1,1,0,11645
320,896,0,0,0,1,1,0,11635
320,896,0,0,0,1,0,1,11098
320,896,0,0,0,1,0,1,11126
320,896,0,0,0,1,0,1,10888
320,896,0,0,0,1,0,1,10861
320,896,0,0,1,0,1,0,11158
320,896,0,0,1,0,1,0,11159
320,896,0,0,1,0,1,0,10889
320,896,0,0,1,0,1,0,10894
320,896,0,0,1,0,0,1,10705
320,896,0,0,1,0,0,1,10709
320,896,0,0,1,0,0,1,10549
320,896,0,0,1,0,0,1,10562
896,1920,0,0,0,1,1,0,51662
896,1920,0,0,0,1,1,0,51586
896,1920,0,0,0,1,1,0,51441
896,1920,0,0,0,1,1,0,51680
896,1920,0,0,0,1,0,1,51398
896,1920,0,0,0,1,0,1,51348
896,1920,0,0,0,1,0,1,51156
896,1920,0,0,0,1,0,1,51062
896,1920,0,0,1,0,1,0,50892
896,1920,0,0,1,0,1,0,50879
896,1920,0,0,1,0,1,0,50719
896,1920,0,0,1,0,1,0,50779
896,1920,0,0,1,0,0,1,50774
896,1920,0,0,1,0,0,1,50795
896,1920,0,0,1,0,0,1,50616
896,1920,0,0,1,0,0,1,50564
192,1920,0,0,0,1,1,0,14689
192,1920,0,0,0,1,1,0,14484
192,1920,0,0,0,1,1,0,14138
192,1920,0,0,0,1,1,0,14309
192,1920,0,0,0,1,0,1,14175
192,1920,0,0,0,1,0,1,14277
192,1920,0,0,0,1,0,1,12844
192,1920,0,0,0,1,0,1,12753
192,1920,0,0,1,0,1,0,13347
192,1920,0,0,1,0,1,0,13323
192,1920,0,0,1,0,1,0,13169
192,1920,0,0,1,0,1,0,13194
192,1920,0,0,1,0,0,1,13203
192,1920,0,0,1,0,0,1,13114
192,1920,0,0,1,0,0,1,12368
192,1920,0,0,1,0,0,1,12474
224,864,0,0,0,1,1,0,8717
224,864,0,0,0,1,1,0,8595
224,864,0,0,0,1,1,0,8068
224,864,0,0,0,1,1,0,8058
224,864,0,0,0,1,0,1,8393
224,864,0,0,0,1,0,1,8487
224,864,0,0,0,1,0,1,7243
224,864,0,0,0,1,0,1,7247
224,864,0,0,1,0,1,0,7515
224,864,0,0,1,0,1,0,7621
224,864,0,0,1,0,1,0,7298
224,864,0,0,1,0,1,0,7276
224,864,0,0,1,0,0,1,7212
224,864,0,0,1,0,0,1,7326
224,864,0,0,1,0,0,1,6932
224,864,0,0,1,0,0,1,6911
160,224,0,0,0,1,1,0,3962
160,224,0,0,0,1,1,0,3928
160,224,0,0,0,1,1,0,3750
160,224,0,0,0,1,1,0,3762
160,224,0,0,0,1,0,1,3873
160,224,0,0,0,1,0,1,3762
160,224,0,0,0,1,0,1,3521
160,224,0,0,0,1,0,1,3618
160,224,0,0,1,0,1,0,3568
160,224,0,0,1,0,1,0,3631
160,224,0,0,1,0,1,0,3404
160,224,0,0,1,0,1,0,3383
160,224,0,0,1,0,0,1,3428
160,224,0,0,1,0,0,1,3472
160,224,0,0,1,0,0,1,3315
160,224,0,0,1,0,0,1,3325
864,1600,0,0,0,1,1,0,42816
864,1600,0,0,0,1,1,0,42875
864,1600,0,0,0,1,1,0,42611
864,1600,0,0,0,1,1,0,42588
864,1600,0,0,0,1,0,1,42304
864,1600,0,0,0,1,0,1,42079
864,1600,0,0,0,1,0,1,42008
864,1600,0,0,0,1,0,1,41997
864,1600,0,0,1,0,1,0,41967
864,1600,0,0,1,0,1,0,41838
864,1600,0,0,1,0,1,0,41696
864,1600,0,0,1,0,1,0,41745
864,1600,0,0,1,0,0,1,41583
864,1600,0,0,1,0,0,1,41615
864,1600,0,0,1,0,0,1,41476
864,1600,0,0,1,0,0,1,41495
320,1504,0,0,0,1,1,0,17005
320,1504,0,0,0,1,1,0,17061
320,1504,0,0,0,1,1,0,16849
320,1504,0,0,0,1,1,0,16934
320,1504,0,0,0,1,0,1,16811
320,1504,0,0,0,1,0,1,16713
320,1504,0,0,0,1,0,1,16516
320,1504,0,0,0,1,0,1,16424
320,1504,0,0,1,0,1,0,16312
320,1504,0,0,1,0,1,0,16248
320,1504,0,0,1,0,1,0,16133
320,1504,0,0,1,0,1,0,16143
320,1504,0,0,1,0,0,1,16125
320,1504,0,0,1,0,0,1,16119
320,1504,0,0,1,0,0,1,16039
320,1504,0,0,1,0,0,1,16012
1984,64,0,0,0,1,1,0,6525
1984,64,0,0,0,1,1,0,6366
1984,64,0,0,0,1,1,0,5869
1984,64,0,0,0,1,1,0,5926
1984,64,0,0,0,1,0,1,6214
1984,64,0,0,0,1,0,1,6120
1984,64,0,0,0,1,0,1,5497
1984,64,0,0,0,1,0,1,5640
1984,64,0,0,1,0,1,0,5721
1984,64,0,0,1,0,1,0,5522
1984,64,0,0,1,0,1,0,5290
1984,64,0,0,1,0,1,0,5296
1984,64,0,0,1,0,0,1,5447
1984,64,0,0,1,0,0,1,5357
1984,64,0,0,1,0,0,1,5171
1984,64,0,0,1,0,0,1,5206
1632,928,0,0,0,1,1,0,46231
1632,928,0,0,0,1,1,0,46225
1632,928,0,0,0,1,1,0,46103
1632,928,0,0,0,1,1,0,46070
1632,928,0,0,0,1,0,1,46142
1632,928,0,0,0,1,0,1,46060
1632,928,0,0,0,1,0,1,45595
1632,928,0,0,0,1,0,1,45514
1632,928,0,0,1,0,1,0,45548
1632,928,0,0,1,0,1,0,45558
1632,928,0,0,1,0,1,0,45332
1632,928,0,0,1,0,1,0,45433
1632,928,0,0,1,0,0,1,45373
1632,928,0,0,1,0,0,1,45432
1632,928,0,0,1,0,0,1,45140
1632,928,0,0,1,0,0,1,45156
896,1408,0,0,0,1,1,0,39046
896,1408,0,0,0,1,1,0,38971
896,1408,0,0,0,1,1,0,38861
896,1408,0,0,0,1,1,0,38793
896,1408,0,0,0,1,0,1,38689
896,1408,0,0,0,1,0,1,38644
896,1408,0,0,0,1,0,1,38430
896,1408,0,0,0,1,0,1,38468
896,1408,0,0,1,0,1,0,38193
896,1408,0,0,1,0,1,0,38371
896,1408,0,0,1,0,1,0,38112
896,1408,0,0,1,0,1,0,38097
896,1408,0,0,1,0,0,1,38019
896,1408,0,0,1,0,0,1,38103
896,1408,0,0,1,0,0,1,37950
896,1408,0,0,1,0,0,1,37911
864,64,0,0,0,1,1,0,4036
864,64,0,0,0,1,1,0,4027
864,64,0,0,0,1,1,0,3817
864,64,0,0,0,1,1,0,3775
864,64,0,0,0,1,0,1,3874
864,64,0,0,0,1,0,1,3827
864,64,0,0,0,1,0,1,3623
864,64,0,0,0,1,0,1,3625
864,64,0,0,1,0,1,0,3511
864,64,0,0,1,0,1,0,3661
864,64,0,0,1,0,1,0,3348
864,64,0,0,1,0,1,0,3366
864,64,0,0,1,0,0,1,3417
864,64,0,0,1,0,0,1,3424
864,64,0,0,1,0,0,1,3296
864,64,0,0,1,0,0,1,3257
1024,1888,0,0,0,1,1,0,58064
1024,1888,0,0,0,1,1,0,58078
1024,1888,0,0,0,1,1,0,57746
1024,1888,0,0,0,1,1,0,57788
1024,1888,0,0,0,1,0,1,57616
1024,1888,0,0,0,1,0,1,57572
1024,1888,0,0,0,1,0,1,56699
1024,1888,0,0,0,1,0,1,56584
1024,1888,0,0,1,0,1,0,57063
1024,1888,0,0,1,0,1,0,56852
1024,1888,0,0,1,0,1,0,56592
1024,1888,0,0,1,0,1,0,56715
1024,1888,0,0,1,0,0,1,56675
1024,1888,0,0,1,0,0,1,56471
1024,1888,0,0,1,0,0,1,55973
1024,1888,0,0,1,0,0,1,56067
672,1504,0,0,0,1,1,0,32601
672,1504,0,0,0,1,1,0,32429
672,1504,0,0,0,1,1,0,32140
672,1504,0,0,0,1,1,0,32402
672,1504,0,0,0,1,0,1,31830
672,1504,0,0,0,1,0,1,31648
672,1504,0,0,0,1,0,1,31245
672,1504,0,0,0,1,0,1,31151
672,1504,0,0,1,0,1,0,31251
672,1504,0,0,1,0,1,0,31079
672,1504,0,0,1,0,1,0,30995
672,1504,0,0,1,0,1,0,30984
672,1504,0,0,1,0,0,1,30808
672,1504,0,0,1,0,0,1,30807
672,1504,0,0,1,0,0,1,30591
672,1504,0,0,1,0,0,1,30596
544,192,0,0,0,1,1,0,6040
544,192,0,0,0,1,1,0,5999
544,192,0,0,0,1,1,0,5698
544,192,0,0,0,1,1,0,5704
544,192,0,0,0,1,0,1,5740
544,192,0,0,0,1,0,1,5673
544,192,0,0,0,1,0,1,5379
544,192,0,0,0,1,0,1,5312
544,192,0,0,1,0,1,0,5403
544,192,0,0,1,0,1,0,5365
544,192,0,0,1,0,1,0,5213
544,192,0,0,1,0,1,0,5199
544,192,0,0,1,0,0,1,5231
544,192,0,0,1,0,0,1,5253
544,192,0,0,1,0,0,1,5099
544,192,0,0,1,0,0,1,5127
736,160,0,0,0,1,1,0,6229
736,160,0,0,0,1,1,0,6171
736,160,0,0,0,1,1,0,5813
736,160,0,0,0,1,1,0,5818
736,160,0,0,0,1,0,1,6295
736,160,0,0,0,1,0,1,6148
736,160,0,0,0,1,0,1,5458
736,160,0,0,0,1,0,1,5522
736,160,0,0,1,0,1,0,5518
736,160,0,0,1,0,1,0,5645
736,160,0,0,1,0,1,0,5279
736,160,0,0,1,0,1,0,5288
736,160,0,0,1,0,0,1,5374
736,160,0,0,1,0,0,1,5512
736,160,0,0,1,0,0,1,5162
736,160,0,0,1,0,0,1,5161
256,736,0,0,0,1,1,0,8601
256,736,0,0,0,1,1,0,8734
256,736,0,0,0,1,1,0,8218
256,736,0,0,0,1,1,0,8210
256,736,0,0,0,1,0,1,8328
256,736,0,0,0,1,0,1,8283
256,736,0,0,0,1,0,1,7295
256,736,0,0,0,1,0,1,7412
256,736,0,0,1,0,1,0,7865
256,736,0,0,1,0,1,0,7805
256,736,0,0,1,0,1,0,7495
256,736,0,0,1,0,1,0,7392
256,736,0,0,1,0,0,1,7553
256,736,0,0,1,0,0,1,7574
256,736,0,0,1,0,0,1,6975
256,736,0,0,1,0,0,1,6947
1440,64,0,0,0,1,1,0,5904
1440,64,0,0,0,1,1,0,5925
1440,64,0,0,0,1,1,0,5722
1440,64,0,0,0,1,1,0,5723
1440,64,0,0,0,1,0,1,5687
1440,64,0,0,0,1,0,1,5702
1440,64,0,0,0,1,0,1,5453
1440,64,0,0,0,1,0,1,5395
1440,64,0,0,1,0,1,0,5333
1440,64,0,0,1,0,1,0,5442
1440,64,0,0,1,0,1,0,5223
1440,64,0,0,1,0,1,0,5276
1440,64,0,0,1,0,0,1,5443
1440,64,0,0,1,0,0,1,5281
1440,64,0,0,1,0,0,1,5150
1440,64,0,0,1,0,0,1,5154
736,736,0,0,0,1,1,0,19394
736,736,0,0,0,1,1,0,19735
736,736,0,0,0,1,1,0,19225
736,736,0,0,0,1,1,0,19265
736,736,0,0,0,1,0,1,18708
736,736,0,0,0,1,0,1,18605
736,736,0,0,0,1,0,1,18479
736,736,0,0,0,1,0,1,18469
736,736,0,0,1,0,1,0,18535
736,736,0,0,1,0,1,0,18397
736,736,0,0,1,0,1,0,18355
736,736,0,0,1,0,1,0,18199
736,736,0,0,1,0,0,1,18127
736,736,0,0,1,0,0,1,18108
736,736,0,0,1,0,0,1,17854
736,736,0,0,1,0,0,1,17870
384,32,0,0,0,1,1,0,3705
384,32,0,0,0,1,1,0,3684
384,32,0,0,0,1,1,0,3629
384,32,0,0,0,1,1,0,3634
384,32,0,0,0,1,0,1,3650
384,32,0,0,0,1,0,1,3614
384,32,0,0,0,1,0,1,3543
384,32,0,0,0,1,0,1,3513
384,32,0,0,1,0,1,0,3478
384,32,0,0,1,0,1,0,3488
384,32,0,0,1,0,1,0,3385
384,32,0,0,1,0,1,0,3376
384,32,0,0,1,0,0,1,3393
384,32,0,0,1,0,0,1,3441
384,32,0,0,1,0,0,1,3297
384,32,0,0,1,0,0,1,3305
1728,2016,0,0,0,1,1,0,100967
1728,2016,0,0,0,1,1,0,100902
1728,2016,0,0,0,1,1,0,100567
1728,2016,0,0,0,1,1,0,100557
1728,2016,0,0,0,1,0,1,100525
1728,2016,0,0,0,1,0,1,100481
1728,2016,0,0,0,1,0,1,100394
1728,2016,0,0,0,1,0,1,100380
1728,2016,0,0,1,0,1,0,99972
1728,2016,0,0,1,0,1,0,100054
1728,2016,0,0,1,0,1,0,99809
1728,2016,0,0,1,0,1,0,99893
1728,2016,0,0,1,0,0,1,99802
1728,2016,0,0,1,0,0,1,99963
1728,2016,0,0,1,0,0,1,99642
1728,2016,0,0,1,0,0,1,99682
480,1696,0,0,0,1,1,0,30720
480,1696,0,0,0,1,1,0,30815
480,1696,0,0,0,1,1,0,28543
480,1696,0,0,0,1,1,0,28557
480,1696,0,0,0,1,0,1,27457
480,1696,0,0,0,1,0,1,27375
480,1696,0,0,0,1,0,1,25414
480,1696,0,0,0,1,0,1,25426
480,1696,0,0,1,0,1,0,26694
480,1696,0,0,1,0,1,0,26721
480,1696,0,0,1,0,1,0,26578
480,1696,0,0,1,0,1,0,26561
