input_shape_1,input_shape_2,input_shape_3,input_shape_4,bfloat8,bfloat16,INPUTBUFFER0,INPUTBUFFER1,kernel_duration
1888,992,0,0,0,1,1,0,55130
1888,992,0,0,0,1,0,1,54950
1888,992,0,0,0,1,0,1,54910
1888,992,0,0,0,1,0,1,54778
1888,992,0,0,0,1,0,1,54717
1888,992,0,0,1,0,1,0,54600
1888,992,0,0,1,0,1,0,54547
1888,992,0,0,1,0,1,0,54397
1888,992,0,0,1,0,1,0,54385
1888,992,0,0,1,0,0,1,54320
1888,992,0,0,1,0,0,1,54334
1888,992,0,0,1,0,0,1,54195
1888,992,0,0,1,0,0,1,54192
992,704,0,0,0,1,1,0,22297
992,704,0,0,0,1,1,0,22289
992,704,0,0,0,1,1,0,22133
992,704,0,0,0,1,1,0,22006
992,704,0,0,0,1,0,1,22027
992,704,0,0,0,1,0,1,22168
992,704,0,0,0,1,0,1,21999
992,704,0,0,0,1,0,1,21984
992,704,0,0,1,0,1,0,21788
992,704,0,0,1,0,1,0,21942
992,704,0,0,1,0,1,0,21620
992,704,0,0,1,0,1,0,21645
992,704,0,0,1,0,0,1,21672
992,704,0,0,1,0,0,1,21646
992,704,0,0,1,0,0,1,21492
992,704,0,0,1,0,0,1,21502
1728,1664,0,0,0,1,1,0,84438
1728,1664,0,0,0,1,1,0,84327
1728,1664,0,0,0,1,1,0,83818
1728,1664,0,0,0,1,1,0,83799
1728,1664,0,0,0,1,0,1,84219
1728,1664,0,0,0,1,0,1,84110
1728,1664,0,0,0,1,0,1,82351
1728,1664,0,0,0,1,0,1,82370
1728,1664,0,0,1,0,1,0,82886
1728,1664,0,0,1,0,1,0,82734
1728,1664,0,0,1,0,1,0,82296
1728,1664,0,0,1,0,1,0,82325
1728,1664,0,0,1,0,0,1,82469
1728,1664,0,0,1,0,0,1,82533
1728,1664,0,0,1,0,0,1,81568
1728,1664,0,0,1,0,0,1,81533
704,256,0,0,0,1,1,0,8431
704,256,0,0,0,1,1,0,8659
704,256,0,0,0,1,1,0,8010
704,256,0,0,0,1,1,0,8041
704,256,0,0,0,1,0,1,7944
704,256,0,0,0,1,0,1,8195
704,256,0,0,0,1,0,1,7468
704,256,0,0,0,1,0,1,7410
704,256,0,0,1,0,1,0,7701
704,256,0,0,1,0,1,0,7681
704,256,0,0,1,0,1,0,7416
704,256,0,0,1,0,1,0,7361
704,256,0,0,1,0,0,1,7238
704,256,0,0,1,0,0,1,7331
704,256,0,0,1,0,0,1,6955
704,256,0,0,1,0,0,1,7002
992,256,0,0,0,1,1,0,12007
992,256,0,0,0,1,1,0,11862
992,256,0,0,0,1,1,0,10664
992,256,0,0,0,1,1,0,10798
992,256,0,0,0,1,0,1,11233
992,256,0,0,0,1,0,1,11483
992,256,0,0,0,1,0,1,9339
992,256,0,0,0,1,0,1,9449
992,256,0,0,1,0,1,0,9914
992,256,0,0,1,0,1,0,10203
992,256,0,0,1,0,1,0,9648
992,256,0,0,1,0,1,0,9704
992,256,0,0,1,0,0,1,9825
992,256,0,0,1,0,0,1,9796
992,256,0,0,1,0,0,1,8867
992,256,0,0,1,0,0,1,8828
1440,1024,0,0,0,1,1,0,44317
1440,1024,0,0,0,1,1,0,44403
1440,1024,0,0,0,1,1,0,44066
1440,1024,0,0,0,1,1,0,44073
1440,1024,0,0,0,1,0,1,44067
1440,1024,0,0,0,1,0,1,44138
1440,1024,0,0,0,1,0,1,43867
1440,1024,0,0,0,1,0,1,43801
1440,1024,0,0,1,0,1,0,43681
1440,1024,0,0,1,0,1,0,43613
1440,1024,0,0,1,0,1,0,43452
1440,1024,0,0,1,0,1,0,43491
1440,1024,0,0,1,0,0,1,43480
1440,1024,0,0,1,0,0,1,43436
1440,1024,0,0,1,0,0,1,43331
1440,1024,0,0,1,0,0,1,43281
896,96,0,0,0,1,1,0,5947
896,96,0,0,0,1,1,0,5749
896,96,0,0,0,1,1,0,5590
896,96,0,0,0,1,1,0,5675
896,96,0,0,0,1,0,1,5607
896,96,0,0,0,1,0,1,5606
896,96,0,0,0,1,0,1,5425
896,96,0,0,0,1,0,1,5433
896,96,0,0,1,0,1,0,5355
896,96,0,0,1,0,1,0,5351
896,96,0,0,1,0,1,0,5190
896,96,0,0,1,0,1,0,5203
896,96,0,0,1,0,0,1,5242
896,96,0,0,1,0,0,1,5262
896,96,0,0,1,0,0,1,5131
896,96,0,0,1,0,0,1,5099
640,704,0,0,0,1,1,0,15252
640,704,0,0,0,1,1,0,15151
640,704,0,0,0,1,1,0,14803
640,704,0,0,0,1,1,0,14912
640,704,0,0,0,1,0,1,15071
640,704,0,0,0,1,0,1,15070
640,704,0,0,0,1,0,1,14698
640,704,0,0,0,1,0,1,14681
640,704,0,0,1,0,1,0,14589
640,704,0,0,1,0,1,0,14582
640,704,0,0,1,0,1,0,14355
640,704,0,0,1,0,1,0,14401
640,704,0,0,1,0,0,1,14473
640,704,0,0,1,0,0,1,14365
640,704,0,0,1,0,0,1,14242
640,704,0,0,1,0,0,1,14218
1536,1408,0,0,0,1,1,0,63579
1536,1408,0,0,0,1,1,0,63674
1536,1408,0,0,0,1,1,0,63277
1536,1408,0,0,0,1,1,0,63136
1536,1408,0,0,0,1,0,1,63303
1536,1408,0,0,0,1,0,1,63309
1536,1408,0,0,0,1,0,1,62180
1536,1408,0,0,0,1,0,1,62219
1536,1408,0,0,1,0,1,0,62418
1536,1408,0,0,1,0,1,0,62266
1536,1408,0,0,1,0,1,0,62013
1536,1408,0,0,1,0,1,0,62012
1536,1408,0,0,1,0,0,1,62170
1536,1408,0,0,1,0,0,1,62051
1536,1408,0,0,1,0,0,1,61437
1536,1408,0,0,1,0,0,1,61463
1856,320,0,0,0,1,1,0,21100
1856,320,0,0,0,1,1,0,21260
1856,320,0,0,0,1,1,0,20852
1856,320,0,0,0,1,1,0,20771
1856,320,0,0,0,1,0,1,20048
1856,320,0,0,0,1,0,1,20031
1856,320,0,0,0,1,0,1,19925
1856,320,0,0,0,1,0,1,19849
1856,320,0,0,1,0,1,0,20294
1856,320,0,0,1,0,1,0,20151
1856,320,0,0,1,0,1,0,19909
1856,320,0,0,1,0,1,0,20033
1856,320,0,0,1,0,0,1,19855
1856,320,0,0,1,0,0,1,19931
1856,320,0,0,1,0,0,1,19655
1856,320,0,0,1,0,0,1,19662
1888,352,0,0,0,1,1,0,22536
1888,352,0,0,0,1,1,0,22469
1888,352,0,0,0,1,1,0,22295
1888,352,0,0,0,1,1,0,22287
1888,352,0,0,0,1,0,1,22282
1888,352,0,0,0,1,0,1,22316
1888,352,0,0,0,1,0,1,21949
1888,352,0,0,0,1,0,1,21967
1888,352,0,0,1,0,1,0,21856
1888,352,0,0,1,0,1,0,21828
1888,352,0,0,1,0,1,0,21663
1888,352,0,0,1,0,1,0,21660
1888,352,0,0,1,0,0,1,21738
1888,352,0,0,1,0,0,1,21784
1888,352,0,0,1,0,0,1,21539
1888,352,0,0,1,0,0,1,21551
1312,1184,0,0,0,1,1,0,60790
1312,1184,0,0,0,1,1,0,61067
1312,1184,0,0,0,1,1,0,51265
1312,1184,0,0,0,1,1,0,51320
1312,1184,0,0,0,1,0,1,51304
1312,1184,0,0,0,1,0,1,51587
1312,1184,0,0,0,1,0,1,45839
1312,1184,0,0,0,1,0,1,45766
1312,1184,0,0,1,0,1,0,47700
1312,1184,0,0,1,0,1,0,47301
1312,1184,0,0,1,0,1,0,46981
1312,1184,0,0,1,0,1,0,46863
1312,1184,0,0,1,0,0,1,46874
1312,1184,0,0,1,0,0,1,47149
1312,1184,0,0,1,0,0,1,45254
1312,1184,0,0,1,0,0,1,45233
800,1664,0,0,0,1,1,0,41427
800,1664,0,0,0,1,1,0,41361
800,1664,0,0,0,1,1,0,41246
800,1664,0,0,0,1,1,0,41185
800,1664,0,0,0,1,0,1,40270
800,1664,0,0,0,1,0,1,40356
800,1664,0,0,0,1,0,1,39944
800,1664,0,0,0,1,0,1,39927
800,1664,0,0,1,0,1,0,40167
800,1664,0,0,1,0,1,0,40364
800,1664,0,0,1,0,1,0,40026
800,1664,0,0,1,0,1,0,40017
800,1664,0,0,1,0,0,1,39730
800,1664,0,0,1,0,0,1,39838
800,1664,0,0,1,0,0,1,39601
800,1664,0,0,1,0,0,1,39546
2016,1312,0,0,0,1,1,0,77588
2016,1312,0,0,0,1,1,0,77751
2016,1312,0,0,0,1,1,0,77543
2016,1312,0,0,0,1,1,0,77621
2016,1312,0,0,0,1,0,1,76768
2016,1312,0,0,0,1,0,1,76650
2016,1312,0,0,0,1,0,1,76484
2016,1312,0,0,0,1,0,1,76529
2016,1312,0,0,1,0,1,0,76505
2016,1312,0,0,1,0,1,0,76580
2016,1312,0,0,1,0,1,0,76495
2016,1312,0,0,1,0,1,0,76532
2016,1312,0,0,1,0,0,1,76119
2016,1312,0,0,1,0,0,1,76135
2016,1312,0,0,1,0,0,1,76023
2016,1312,0,0,1,0,0,1,76010
192,160,0,0,0,1,1,0,3934
192,160,0,0,0,1,1,0,4004
192,160,0,0,0,1,1,0,3670
192,160,0,0,0,1,1,0,3536
192,160,0,0,0,1,0,1,3679
192,160,0,0,0,1,0,1,3610
192,160,0,0,0,1,0,1,3523
192,160,0,0,0,1,0,1,3480
192,160,0,0,1,0,1,0,3452
192,160,0,0,1,0,1,0,3546
192,160,0,0,1,0,1,0,3325
192,160,0,0,1,0,1,0,3338
192,160,0,0,1,0,0,1,3452
192,160,0,0,1,0,0,1,3397
192,160,0,0,1,0,0,1,3280
192,160,0,0,1,0,0,1,3248
1664,192,0,0,0,1,1,0,11504
1664,192,0,0,0,1,1,0,11736
1664,192,0,0,0,1,1,0,11310
1664,192,0,0,0,1,1,0,11240
1664,192,0,0,0,1,0,1,11547
1664,192,0,0,0,1,0,1,11530
1664,192,0,0,0,1,0,1,10971
1664,192,0,0,0,1,0,1,11004
1664,192,0,0,1,0,1,0,11021
1664,192,0,0,1,0,1,0,10935
1664,192,0,0,1,0,1,0,10823
1664,192,0,0,1,0,1,0,10741
1664,192,0,0,1,0,0,1,10846
1664,192,0,0,1,0,0,1,10921
1664,192,0,0,1,0,0,1,10585
1664,192,0,0,1,0,0,1,10577
416,1536,0,0,0,1,1,0,20935
416,1536,0,0,0,1,1,0,21272
416,1536,0,0,0,1,1,0,20516
416,1536,0,0,0,1,1,0,20692
416,1536,0,0,0,1,0,1,20950
416,1536,0,0,0,1,0,1,20788
416,1536,0,0,0,1,0,1,20073
416,1536,0,0,0,1,0,1,20061
416,1536,0,0,1,0,1,0,20178
416,1536,0,0,1,0,1,0,20234
416,1536,0,0,1,0,1,0,19946
416,1536,0,0,1,0,1,0,19925
416,1536,0,0,1,0,0,1,20043
416,1536,0,0,1,0,0,1,20061
416,1536,0,0,1,0,0,1,19651
416,1536,0,0,1,0,0,1,19697
480,128,0,0,0,1,1,0,4022
480,128,0,0,0,1,1,0,4048
480,128,0,0,0,1,1,0,3779
480,128,0,0,0,1,1,0,3807
480,128,0,0,0,1,0,1,3775
480,128,0,0,0,1,0,1,3856
480,128,0,0,0,1,0,1,3820
480,128,0,0,0,1,0,1,3640
480,128,0,0,1,0,1,0,3587
480,128,0,0,1,0,1,0,3536
480,128,0,0,1,0,1,0,3442
480,128,0,0,1,0,1,0,3388
480,128,0,0,1,0,0,1,3534
480,128,0,0,1,0,0,1,3544
480,128,0,0,1,0,0,1,3286
480,128,0,0,1,0,0,1,3313
800,32,0,0,0,1,1,0,3936
800,32,0,0,0,1,1,0,3913
800,32,0,0,0,1,1,0,3687
800,32,0,0,0,1,1,0,3706
800,32,0,0,0,1,0,1,3721
800,32,0,0,0,1,0,1,3788
800,32,0,0,0,1,0,1,3632
800,32,0,0,0,1,0,1,3636
800,32,0,0,1,0,1,0,3630
800,32,0,0,1,0,1,0,3685
800,32,0,0,1,0,1,0,3455
800,32,0,0,1,0,1,0,3422
800,32,0,0,1,0,0,1,3376
800,32,0,0,1,0,0,1,3459
800,32,0,0,1,0,0,1,3279
800,32,0,0,1,0,0,1,3291
224,832,0,0,0,1,1,0,8494
224,832,0,0,0,1,1,0,8508
224,832,0,0,0,1,1,0,8005
224,832,0,0,0,1,1,0,8041
224,832,0,0,0,1,0,1,8028
224,832,0,0,0,1,0,1,8207
224,832,0,0,0,1,0,1,7154
224,832,0,0,0,1,0,1,7130
224,832,0,0,1,0,1,0,7563
224,832,0,0,1,0,1,0,7533
224,832,0,0,1,0,1,0,7287
224,832,0,0,1,0,1,0,7245
224,832,0,0,1,0,0,1,7199
224,832,0,0,1,0,0,1,7348
224,832,0,0,1,0,0,1,6943
224,832,0,0,1,0,0,1,6895
1152,1088,0,0,0,1,1,0,38750
1152,1088,0,0,0,1,1,0,38721
1152,1088,0,0,0,1,1,0,38654
1152,1088,0,0,0,1,1,0,38638
1152,1088,0,0,0,1,0,1,38590
1152,1088,0,0,0,1,0,1,38444
1152,1088,0,0,0,1,0,1,38396
1152,1088,0,0,0,1,0,1,38409
1152,1088,0,0,1,0,1,0,38231
1152,1088,0,0,1,0,1,0,38234
1152,1088,0,0,1,0,1,0,38167
1152,1088,0,0,1,0,1,0,38183
1152,1088,0,0,1,0,0,1,38036
1152,1088,0,0,1,0,0,1,38010
1152,1088,0,0,1,0,0,1,37976
1152,1088,0,0,1,0,0,1,37980
1888,1024,0,0,0,1,1,0,58245
1888,1024,0,0,0,1,1,0,58274
1888,1024,0,0,0,1,1,0,57863
1888,1024,0,0,0,1,1,0,57937
1888,1024,0,0,0,1,0,1,57568
1888,1024,0,0,0,1,0,1,57446
1888,1024,0,0,0,1,0,1,56593
1888,1024,0,0,0,1,0,1,56580
1888,1024,0,0,1,0,1,0,56795
1888,1024,0,0,1,0,1,0,56725
1888,1024,0,0,1,0,1,0,56628
1888,1024,0,0,1,0,1,0,56642
1888,1024,0,0,1,0,0,1,56515
1888,1024,0,0,1,0,0,1,56463
1888,1024,0,0,1,0,0,1,55976
1888,1024,0,0,1,0,0,1,55981
1632,1216,0,0,0,1,1,0,60261
1632,1216,0,0,0,1,1,0,60156
1632,1216,0,0,0,1,1,0,60018
1632,1216,0,0,0,1,1,0,60169
1632,1216,0,0,0,1,0,1,58488
1632,1216,0,0,0,1,0,1,58739
1632,1216,0,0,0,1,0,1,58241
1632,1216,0,0,0,1,0,1,58367
1632,1216,0,0,1,0,1,0,58723
1632,1216,0,0,1,0,1,0,58753
1632,1216,0,0,1,0,1,0,58624
1632,1216,0,0,1,0,1,0,58596
1632,1216,0,0,1,0,0,1,57948
1632,1216,0,0,1,0,0,1,57947
1632,1216,0,0,1,0,0,1,57792
1632,1216,0,0,1,0,0,1,57789
1472,1408,0,0,0,1,1,0,61933
1472,1408,0,0,0,1,1,0,61749
1472,1408,0,0,0,1,1,0,61542
1472,1408,0,0,0,1,1,0,61462
1472,1408,0,0,0,1,0,1,61776
1472,1408,0,0,0,1,0,1,61831
1472,1408,0,0,0,1,0,1,61459
1472,1408,0,0,0,1,0,1,61698
1472,1408,0,0,1,0,1,0,60493
1472,1408,0,0,1,0,1,0,60549
1472,1408,0,0,1,0,1,0,60224
1472,1408,0,0,1,0,1,0,60213
1472,1408,0,0,1,0,0,1,60421
1472,1408,0,0,1,0,0,1,60628
1472,1408,0,0,1,0,0,1,60286
1472,1408,0,0,1,0,0,1,60316
448,896,0,0,0,1,1,0,16974
448,896,0,0,0,1,1,0,17700
448,896,0,0,0,1,1,0,16998
448,896,0,0,0,1,1,0,16702
448,896,0,0,0,1,0,1,15093
448,896,0,0,0,1,0,1,15024
448,896,0,0,0,1,0,1,14554
448,896,0,0,0,1,0,1,14548
448,896,0,0,1,0,1,0,15178
448,896,0,0,1,0,1,0,15429
448,896,0,0,1,0,1,0,15182
448,896,0,0,1,0,1,0,15273
448,896,0,0,1,0,0,1,14448
448,896,0,0,1,0,0,1,14398
448,896,0,0,1,0,0,1,14266
448,896,0,0,1,0,0,1,14257
192,768,0,0,0,1,1,0,7802
192,768,0,0,0,1,1,0,7819
192,768,0,0,0,1,1,0,7704
192,768,0,0,0,1,1,0,7630
192,768,0,0,0,1,0,1,7589
192,768,0,0,0,1,0,1,7507
192,768,0,0,0,1,0,1,7338
192,768,0,0,0,1,0,1,7335
192,768,0,0,1,0,1,0,7207
192,768,0,0,1,0,1,0,7205
192,768,0,0,1,0,1,0,7144
192,768,0,0,1,0,1,0,7175
192,768,0,0,1,0,0,1,7127
192,768,0,0,1,0,0,1,7199
192,768,0,0,1,0,0,1,7009
192,768,0,0,1,0,0,1,7006
480,544,0,0,0,1,1,0,11787
480,544,0,0,0,1,1,0,11474
480,544,0,0,0,1,1,0,10538
480,544,0,0,0,1,1,0,10457
480,544,0,0,0,1,0,1,11533
480,544,0,0,0,1,0,1,11566
480,544,0,0,0,1,0,1,9192
480,544,0,0,0,1,0,1,9159
480,544,0,0,1,0,1,0,9953
480,544,0,0,1,0,1,0,9982
480,544,0,0,1,0,1,0,9329
480,544,0,0,1,0,1,0,9472
480,544,0,0,1,0,0,1,9660
480,544,0,0,1,0,0,1,9643
480,544,0,0,1,0,0,1,8825
480,544,0,0,1,0,0,1,8881
1216,1600,0,0,0,1,1,0,58749
1216,1600,0,0,0,1,1,0,58608
1216,1600,0,0,0,1,1,0,58079
1216,1600,0,0,0,1,1,0,58250
1216,1600,0,0,0,1,0,1,57973
1216,1600,0,0,0,1,0,1,57985
1216,1600,0,0,0,1,0,1,56503
1216,1600,0,0,0,1,0,1,56489
1216,1600,0,0,1,0,1,0,57173
1216,1600,0,0,1,0,1,0,57255
1216,1600,0,0,1,0,1,0,56805
1216,1600,0,0,1,0,1,0,56964
1216,1600,0,0,1,0,0,1,56646
1216,1600,0,0,1,0,0,1,56744
1216,1600,0,0,1,0,0,1,55983
1216,1600,0,0,1,0,0,1,55992
352,896,0,0,0,1,1,0,11226
352,896,0,0,0,1,1,0,11399
352,896,0,0,0,1,1,0,11174
352,896,0,0,0,1,1,0,11080
352,896,0,0,0,1,0,1,11205
352,896,0,0,0,1,0,1,11212
352,896,0,0,0,1,0,1,10900
352,896,0,0,0,1,0,1,11037
352,896,0,0,1,0,1,0,10829
352,896,0,0,1,0,1,0,10832
352,896,0,0,1,0,1,0,10757
352,896,0,0,1,0,1,0,10716
352,896,0,0,1,0,0,1,10815
352,896,0,0,1,0,0,1,10695
352,896,0,0,1,0,0,1,10522
352,896,0,0,1,0,0,1,10480
416,736,0,0,0,1,1,0,11757
416,736,0,0,0,1,1,0,11620
416,736,0,0,0,1,1,0,11566
416,736,0,0,0,1,1,0,11483
416,736,0,0,0,1,0,1,11225
416,736,0,0,0,1,0,1,11281
416,736,0,0,0,1,0,1,10837
416,736,0,0,0,1,0,1,11035
416,736,0,0,1,0,1,0,10927
416,736,0,0,1,0,1,0,11023
416,736,0,0,1,0,1,0,10772
416,736,0,0,1,0,1,0,10706
416,736,0,0,1,0,0,1,10774
416,736,0,0,1,0,0,1,10899
416,736,0,0,1,0,0,1,10568
416,736,0,0,1,0,0,1,10589
256,160,0,0,0,1,1,0,4124
256,160,0,0,0,1,1,0,4219
256,160,0,0,0,1,1,0,3933
256,160,0,0,0,1,1,0,3914
256,160,0,0,0,1,0,1,3905
256,160,0,0,0,1,0,1,3900
256,160,0,0,0,1,0,1,3891
256,160,0,0,0,1,0,1,3765
256,160,0,0,1,0,1,0,3617
256,160,0,0,1,0,1,0,3686
256,160,0,0,1,0,1,0,3514
256,160,0,0,1,0,1,0,3552
256,160,0,0,1,0,0,1,3479
256,160,0,0,1,0,0,1,3597
256,160,0,0,1,0,0,1,3320
256,160,0,0,1,0,0,1,3320
1760,1440,0,0,0,1,1,0,73865
1760,1440,0,0,0,1,1,0,73863
1760,1440,0,0,0,1,1,0,73534
1760,1440,0,0,0,1,1,0,73598
1760,1440,0,0,0,1,0,1,73689
1760,1440,0,0,0,1,0,1,73513
1760,1440,0,0,0,1,0,1,72886
1760,1440,0,0,0,1,0,1,72902
1760,1440,0,0,1,0,1,0,72798
1760,1440,0,0,1,0,1,0,72855
1760,1440,0,0,1,0,1,0,72644
1760,1440,0,0,1,0,1,0,72635
1760,1440,0,0,1,0,0,1,72749
1760,1440,0,0,1,0,0,1,72580
1760,1440,0,0,1,0,0,1,72342
1760,1440,0,0,1,0,0,1,72362
64,1856,0,0,0,1,1,0,6595
64,1856,0,0,0,1,1,0,6294
64,1856,0,0,0,1,1,0,5896
64,1856,0,0,0,1,1,0,5876
64,1856,0,0,0,1,0,1,5994
64,1856,0,0,0,1,0,1,6155
64,1856,0,0,0,1,0,1,5540
64,1856,0,0,0,1,0,1,5576
64,1856,0,0,1,0,1,0,5541
64,1856,0,0,1,0,1,0,5653
64,1856,0,0,1,0,1,0,5335
64,1856,0,0,1,0,1,0,5254
64,1856,0,0,1,0,0,1,5317
64,1856,0,0,1,0,0,1,5290
64,1856,0,0,1,0,0,1,5170
64,1856,0,0,1,0,0,1,5152
1088,928,0,0,0,1,1,0,32406
1088,928,0,0,0,1,1,0,32281
1088,928,0,0,0,1,1,0,32133
1088,928,0,0,0,1,1,0,31972
1088,928,0,0,0,1,0,1,31785
1088,928,0,0,0,1,0,1,31755
1088,928,0,0,0,1,0,1,31644
1088,928,0,0,0,1,0,1,31479
1088,928,0,0,1,0,1,0,31131
1088,928,0,0,1,0,1,0,31221
1088,928,0,0,1,0,1,0,31080
1088,928,0,0,1,0,1,0,30928
1088,928,0,0,1,0,0,1,30900
1088,928,0,0,1,0,0,1,30881
1088,928,0,0,1,0,0,1,30741
1088,928,0,0,1,0,0,1,30831
1568,1408,0,0,0,1,1,0,64699
1568,1408,0,0,0,1,1,0,64634
1568,1408,0,0,0,1,1,0,64378
1568,1408,0,0,0,1,1,0,64516
1568,1408,0,0,0,1,0,1,64189
1568,1408,0,0,0,1,0,1,64173
1568,1408,0,0,0,1,0,1,63868
1568,1408,0,0,0,1,0,1,63840
1568,1408,0,0,1,0,1,0,63666
1568,1408,0,0,1,0,1,0,63688
1568,1408,0,0,1,0,1,0,63399
1568,1408,0,0,1,0,1,0,63453
1568,1408,0,0,1,0,0,1,63515
1568,1408,0,0,1,0,0,1,63471
1568,1408,0,0,1,0,0,1,63323
1568,1408,0,0,1,0,0,1,63313
1024,832,0,0,0,1,1,0,26116
1024,832,0,0,0,1,1,0,26229
1024,832,0,0,0,1,1,0,25796
1024,832,0,0,0,1,1,0,25870
1024,832,0,0,0,1,0,1,26171
1024,832,0,0,0,1,0,1,26138
1024,832,0,0,0,1,0,1,25728
1024,832,0,0,0,1,0,1,25632
1024,832,0,0,1,0,1,0,25553
1024,832,0,0,1,0,1,0,25652
1024,832,0,0,1,0,1,0,25318
1024,832,0,0,1,0,1,0,25265
1024,832,0,0,1,0,0,1,25389
1024,832,0,0,1,0,0,1,25366
1024,832,0,0,1,0,0,1,25086
1024,832,0,0,1,0,0,1,25125
544,448,0,0,0,1,1,0,10734
544,448,0,0,0,1,1,0,10880
544,448,0,0,0,1,1,0,10334
544,448,0,0,0,1,1,0,10264
544,448,0,0,0,1,0,1,10439
544,448,0,0,0,1,0,1,10452
544,448,0,0,0,1,0,1,9046
544,448,0,0,0,1,0,1,9045
544,448,0,0,1,0,1,0,9630
544,448,0,0,1,0,1,0,9606
544,448,0,0,1,0,1,0,9375
544,448,0,0,1,0,1,0,9388
544,448,0,0,1,0,0,1,9255
544,448,0,0,1,0,0,1,9378
544,448,0,0,1,0,0,1,8811
544,448,0,0,1,0,0,1,8802
1344,96,0,0,0,1,1,0,6569
1344,96,0,0,0,1,1,0,6627
1344,96,0,0,0,1,1,0,5974
1344,96,0,0,0,1,1,0,5894
1344,96,0,0,0,1,0,1,6548
1344,96,0,0,0,1,0,1,6357
1344,96,0,0,0,1,0,1,5507
1344,96,0,0,0,1,0,1,5474
1344,96,0,0,1,0,1,0,5535
1344,96,0,0,1,0,1,0,5607
1344,96,0,0,1,0,1,0,5282
1344,96,0,0,1,0,1,0,5224
1344,96,0,0,1,0,0,1,5488
1344,96,0,0,1,0,0,1,5397
1344,96,0,0,1,0,0,1,5104
1344,96,0,0,1,0,0,1,5194
1952,1664,0,0,0,1,1,0,93813
1952,1664,0,0,0,1,1,0,93685
1952,1664,0,0,0,1,1,0,93477
1952,1664,0,0,0,1,1,0,93493
1952,1664,0,0,0,1,0,1,93507
1952,1664,0,0,0,1,0,1,93467
1952,1664,0,0,0,1,0,1,93066
1952,1664,0,0,0,1,0,1,93059
1952,1664,0,0,1,0,1,0,92675
1952,1664,0,0,1,0,1,0,92663
1952,1664,0,0,1,0,1,0,92577
1952,1664,0,0,1,0,1,0,92482
1952,1664,0,0,1,0,0,1,92508
1952,1664,0,0,1,0,0,1,92570
1952,1664,0,0,1,0,0,1,92391
1952,1664,0,0,1,0,0,1,92343
448,1280,0,0,0,1,1,0,19503
448,1280,0,0,0,1,1,0,19466
448,1280,0,0,0,1,1,0,19115
448,1280,0,0,0,1,1,0,19215
448,1280,0,0,0,1,0,1,19034
448,1280,0,0,0,1,0,1,19114
448,1280,0,0,0,1,0,1,18323
448,1280,0,0,0,1,0,1,18308
448,1280,0,0,1,0,1,0,18538
448,1280,0,0,1,0,1,0,18536
448,1280,0,0,1,0,1,0,18234
448,1280,0,0,1,0,1,0,18208
448,1280,0,0,1,0,0,1,18326
448,1280,0,0,1,0,0,1,18390
448,1280,0,0,1,0,0,1,17860
448,1280,0,0,1,0,0,1,17909
320,224,0,0,0,1,1,0,5589
320,224,0,0,0,1,1,0,5668
320,224,0,0,0,1,1,0,5509
320,224,0,0,0,1,1,0,5527
320,224,0,0,0,1,0,1,5555
320,224,0,0,0,1,0,1,5624
320,224,0,0,0,1,0,1,5425
320,224,0,0,0,1,0,1,5328
320,224,0,0,1,0,1,0,5323
320,224,0,0,1,0,1,0,5317
320,224,0,0,1,0,1,0,5217
320,224,0,0,1,0,1,0,5223
320,224,0,0,1,0,0,1,5292
320,224,0,0,1,0,0,1,5237
320,224,0,0,1,0,0,1,5095
320,224,0,0,1,0,0,1,5131
416,960,0,0,0,1,1,0,16928
416,960,0,0,0,1,1,0,16517
416,960,0,0,0,1,1,0,16428
416,960,0,0,0,1,1,0,16259
416,960,0,0,0,1,0,1,15276
416,960,0,0,0,1,0,1,14977
416,960,0,0,0,1,0,1,14553
416,960,0,0,0,1,0,1,14534
416,960,0,0,1,0,1,0,15214
416,960,0,0,1,0,1,0,15214
416,960,0,0,1,0,1,0,14988
416,960,0,0,1,0,1,0,14824
416,960,0,0,1,0,0,1,14321
416,960,0,0,1,0,0,1,14331
416,960,0,0,1,0,0,1,14177
416,960,0,0,1,0,0,1,14219
800,768,0,0,0,1,1,0,20929
800,768,0,0,0,1,1,0,20891
800,768,0,0,0,1,1,0,20850
800,768,0,0,0,1,1,0,20691
800,768,0,0,0,1,0,1,20337
800,768,0,0,0,1,0,1,20409
800,768,0,0,0,1,0,1,20042
800,768,0,0,0,1,0,1,20041
800,768,0,0,1,0,1,0,20113
800,768,0,0,1,0,1,0,20004
800,768,0,0,1,0,1,0,19838
800,768,0,0,1,0,1,0,19844
800,768,0,0,1,0,0,1,19804
800,768,0,0,1,0,0,1,19794
800,768,0,0,1,0,0,1,19642
800,768,0,0,1,0,0,1,19635
1120,1696,0,0,0,1,1,0,55440
1120,1696,0,0,0,1,1,0,55317
1120,1696,0,0,0,1,1,0,54898
1120,1696,0,0,0,1,1,0,54914
1120,1696,0,0,0,1,0,1,54949
1120,1696,0,0,0,1,0,1,55086
1120,1696,0,0,0,1,0,1,54730
1120,1696,0,0,0,1,0,1,54774
1120,1696,0,0,1,0,1,0,54615
1120,1696,0,0,1,0,1,0,54506
1120,1696,0,0,1,0,1,0,54435
1120,1696,0,0,1,0,1,0,54312
1120,1696,0,0,1,0,0,1,54263
1120,1696,0,0,1,0,0,1,54313
1120,1696,0,0,1,0,0,1,54157
