m_size,k_size,n_size,num_cores,duration
1280,96,32,4,3829.0
1280,96,96,4,7007.0
1280,96,192,4,11819.0
1280,96,288,4,23801.0
1280,96,384,4,31355.0
1280,96,480,4,38983.0
1280,96,672,4,64108.0
1280,192,32,4,6111.0
1280,192,96,4,12398.0
1280,192,192,4,21649.0
1280,192,288,4,44751.0
1280,192,480,4,88378.0
1280,288,32,4,8498.0
1280,288,96,4,17753.0
1280,288,192,4,31395.0
1280,288,288,4,80167.0
1280,384,32,4,10830.0
1280,384,96,4,23144.0
1280,384,192,4,51236.0
1280,384,288,4,105234.0
1280,480,32,4,13148.0
1280,480,96,4,28519.0
1280,480,192,4,63777.0
1280,480,288,4,184661.0
1280,576,32,4,15443.0
1280,576,96,4,41866.0
1280,672,32,4,21780.0
1280,672,96,4,48454.0
1280,768,32,4,24451.0
1280,768,96,4,84491.0
1280,864,32,4,27307.0
1280,864,96,4,95675.0
1280,32,32,5,2360.0
1280,32,96,5,3363.0
1280,32,192,5,4861.0
1280,32,288,5,10160.0
1280,32,384,5,12878.0
1280,32,480,5,15883.0
1280,32,576,5,18591.0
1280,32,672,5,21573.0
1280,32,768,5,24407.0
1280,32,864,5,30930.0
1280,96,32,5,3434.0
1280,96,96,5,6202.0
1280,96,192,5,10342.0
1280,96,288,5,19711.0
1280,96,384,5,26620.0
1280,96,480,5,31951.0
1280,96,576,5,38040.0
1280,96,672,5,54411.0
1280,96,864,5,70213.0
1280,192,32,5,5407.0
1280,192,96,5,10751.0
1280,192,192,5,18599.0
1280,192,288,5,37645.0
1280,192,384,5,49664.0
1280,192,480,5,76014.0
1280,288,32,5,7394.0
1280,288,96,5,15206.0
1280,288,192,5,26976.0
1280,288,288,5,55036.0
1280,288,480,5,112866.0
1280,384,32,5,9341.0
1280,384,96,5,19801.0
1280,384,192,5,35291.0
1280,384,288,5,90634.0
1280,480,32,5,11297.0
1280,480,96,5,24367.0
1280,480,192,5,56358.0
1280,480,288,5,112767.0
1280,576,32,5,13260.0
1280,576,96,5,28930.0
1280,576,192,5,67214.0
1280,672,32,5,15196.0
1280,672,96,5,42690.0
1280,768,32,5,17178.0
1280,768,96,5,48446.0
1280,864,32,5,23757.0
1280,864,96,5,54453.0
1280,32,32,6,2297.0
1280,32,96,6,3183.0
1280,32,192,6,4600.0
1280,32,288,6,9202.0
1280,32,384,6,11859.0
1280,32,480,6,14369.0
1280,32,576,6,16823.0
1280,32,672,6,19404.0
1280,32,768,6,21964.0
1280,32,864,6,24602.0
1280,96,32,6,3253.0
1280,96,96,6,5860.0
1280,96,192,6,9603.0
1280,96,288,6,18048.0
1280,96,384,6,23761.0
1280,96,480,6,29085.0
1280,96,576,6,34627.0
1280,96,672,6,40191.0
1280,192,32,6,4997.0
1280,192,96,6,9994.0
1280,192,192,6,17204.0
1280,192,288,6,34083.0
1280,192,384,6,44916.0
1280,192,480,6,55769.0
1280,288,32,6,6788.0
1280,288,96,6,14030.0
1280,288,192,6,24757.0
1280,288,288,6,49875.0
1280,288,384,6,66177.0
1280,384,32,6,8557.0
1280,384,96,6,18159.0
1280,384,192,6,32363.0
1280,384,288,6,65750.0
1280,480,32,6,10324.0
1280,480,96,6,22253.0
1280,480,192,6,39921.0
1280,576,32,6,12067.0
1280,576,96,6,26466.0
1280,672,32,6,13851.0
1280,672,96,6,30601.0
1280,768,32,6,15550.0
1280,864,32,6,17396.0
1280,32,32,7,2243.0
1280,32,96,7,3011.0
1280,32,192,7,4441.0
1280,32,288,7,8239.0
1280,32,384,7,10687.0
1280,32,480,7,12744.0
1280,32,576,7,14989.0
1280,32,672,7,17235.0
1280,32,768,7,19526.0
1280,32,864,7,21783.0
1280,96,32,7,3085.0
1280,96,96,7,5371.0
1280,96,192,7,8872.0
1280,96,288,7,16286.0
1280,96,384,7,21514.0
1280,96,480,7,26069.0
1280,96,576,7,31625.0
1280,96,672,7,35893.0
1280,96,768,7,40860.0
1280,96,864,7,59359.0
1280,192,32,7,4661.0
1280,192,96,7,9122.0
1280,192,192,7,15721.0
1280,192,288,7,30455.0
1280,192,384,7,40108.0
1280,192,480,7,49789.0
1280,192,576,7,59432.0
1280,192,672,7,88623.0
1280,288,32,7,6244.0
1280,288,96,7,12847.0
1280,288,192,7,22519.0
1280,288,288,7,44630.0
1280,288,384,7,59257.0
1280,288,480,7,95356.0
1280,384,32,7,7793.0
1280,384,96,7,16565.0
1280,384,192,7,29380.0
1280,384,288,7,58889.0
1280,480,32,7,9321.0
1280,480,96,7,20293.0
1280,480,192,7,36250.0
1280,480,288,7,94657.0
1280,576,32,7,10932.0
1280,576,96,7,24010.0
1280,576,192,7,43106.0
1280,576,288,7,112837.0
1280,672,32,7,12473.0
1280,672,96,7,27713.0
1280,672,192,7,67674.0
1280,768,32,7,14093.0
1280,768,96,7,31431.0
1280,768,192,7,77027.0
1280,864,32,7,15639.0
1280,864,96,7,46838.0
1280,864,192,7,108770.0
1280,32,32,8,2263.0
1280,32,96,8,2897.0
1280,32,192,8,4091.0
1280,32,288,8,7374.0
1280,32,384,8,9356.0
1280,32,480,8,11366.0
1280,32,576,8,13186.0
1280,32,672,8,15152.0
1280,32,768,8,17084.0
1280,32,864,8,19096.0
1280,96,32,8,2898.0
1280,96,96,8,5019.0
1280,96,192,8,8055.0
1280,96,288,8,14438.0
1280,96,384,8,18722.0
1280,96,480,8,23476.0
1280,96,576,8,27314.0
1280,96,672,8,31540.0
1280,96,768,8,35935.0
1280,96,864,8,40236.0
1280,192,32,8,4348.0
1280,192,96,8,8258.0
1280,192,192,8,14245.0
1280,192,288,8,26857.0
1280,192,384,8,35426.0
1280,192,480,8,43900.0
1280,192,576,8,52336.0
1280,192,672,8,60928.0
1280,288,32,8,5652.0
1280,288,96,8,11589.0
1280,288,192,8,20347.0
1280,288,288,8,39342.0
1280,288,384,8,51970.0
1280,288,480,8,64609.0
1280,384,32,8,7048.0
1280,384,96,8,14877.0
1280,384,192,8,26413.0
1280,384,288,8,51803.0
1280,384,384,8,68411.0
1280,480,32,8,8451.0
1280,480,96,8,18234.0
1280,480,192,8,32572.0
1280,480,288,8,64279.0
1280,576,32,8,9740.0
1280,576,96,8,21508.0
1280,576,192,8,38688.0
1280,672,32,8,11178.0
1280,672,96,8,24802.0
1280,672,192,8,44836.0
1280,768,32,8,12510.0
1280,768,96,8,28139.0
1280,864,32,8,13972.0
1280,864,96,8,31409.0
1600,32,32,2,4039.0
1600,32,96,2,5948.0
1600,32,192,2,10166.0
1600,32,480,2,49879.0
1600,96,32,2,6742.0
1600,96,96,2,13495.0
1600,96,384,2,88301.0
1600,192,32,2,12110.0
1600,192,192,2,64043.0
1600,192,288,2,130044.0
1600,288,32,2,23327.0
1600,288,96,2,51909.0
1600,288,192,2,95197.0
1600,384,32,2,29602.0
1600,384,96,2,68337.0
1600,480,32,2,36879.0
1600,576,32,2,96130.0
1600,576,96,2,253388.0
1600,672,32,2,112777.0
1600,768,32,2,123995.0
1600,32,32,3,3273.0
1600,32,96,3,4684.0
1600,32,192,3,7383.0
1600,32,288,3,18279.0
1600,96,32,3,5219.0
1600,96,96,3,10052.0
1600,96,192,3,17325.0
1600,96,288,3,36550.0
1600,192,32,3,8937.0
1600,192,96,3,18301.0
1600,192,576,3,377624.0
1600,288,32,3,12642.0
1600,288,96,3,26546.0
1600,288,384,3,375425.0
1600,384,32,3,43513.0
1600,384,96,3,115265.0
1600,384,192,3,220373.0
1600,384,288,3,375265.0
1600,480,32,3,54704.0
1600,480,96,3,145892.0
1600,480,192,3,276585.0
1600,576,32,3,66213.0
1600,576,96,3,173058.0
1600,576,192,3,329162.0
1600,672,32,3,77288.0
1600,672,96,3,199979.0
1600,768,32,3,85209.0
1600,768,96,3,227082.0
1600,864,32,3,96635.0
1600,32,32,4,2824.0
1600,32,96,4,4073.0
1600,32,192,4,6439.0
1600,32,288,4,14588.0
1600,32,384,4,19189.0
1600,32,480,4,23633.0
1600,96,32,4,4341.0
1600,96,96,4,8335.0
1600,96,192,4,14191.0
1600,96,288,4,29327.0
1600,96,384,4,39197.0
1600,192,32,4,7445.0
1600,192,96,4,14938.0
1600,192,192,4,26161.0
1600,288,32,4,10275.0
1600,288,96,4,21569.0
1600,384,32,4,13242.0
1600,384,96,4,28175.0
1600,480,32,4,16152.0
1600,480,192,4,212060.0
1600,480,288,4,359423.0
1600,576,32,4,51147.0
1600,576,96,4,132740.0
1600,576,192,4,252328.0
1600,672,32,4,59693.0
1600,672,96,4,153432.0
1600,672,192,4,296064.0
1600,768,32,4,65786.0
1600,768,96,4,174184.0
1600,864,32,4,74272.0
1600,864,96,4,197536.0
1600,32,32,5,2593.0
1600,32,96,5,3746.0
1600,32,192,5,5499.0
1600,32,288,5,11973.0
1600,32,384,5,15436.0
1600,32,480,5,19209.0
1600,32,576,5,22323.0
1600,32,672,5,28767.0
1600,32,864,5,36400.0
1600,96,32,5,3831.0
1600,96,96,5,7049.0
1600,96,192,5,11858.0
1600,96,288,5,23853.0
1600,96,384,5,30417.0
1600,96,480,5,38992.0
1600,96,672,5,64121.0
1600,192,32,5,6174.0
1600,192,96,5,12448.0
1600,192,192,5,21747.0
1600,192,288,5,44791.0
1600,192,480,5,88745.0
1600,288,32,5,8520.0
1600,288,96,5,17857.0
1600,288,192,5,31470.0
1600,288,288,5,80308.0
1600,384,32,5,10911.0
1600,384,96,5,23176.0
1600,384,192,5,51334.0
1600,384,288,5,105303.0
1600,480,32,5,13184.0
1600,480,96,5,28558.0
1600,480,192,5,63827.0
1600,480,288,5,184676.0
1600,576,32,5,15492.0
1600,576,96,5,41929.0
1600,672,32,5,21918.0
1600,672,96,5,48530.0
1600,768,32,5,24537.0
1600,768,96,5,84730.0
1600,864,32,5,27481.0
1600,864,96,5,96066.0
1600,32,32,6,2499.0
1600,32,96,6,3580.0
1600,32,192,6,5153.0
1600,32,288,6,10898.0
1600,32,384,6,14293.0
1600,32,480,6,17545.0
1600,32,576,6,20538.0
1600,32,672,6,23718.0
1600,96,32,6,3696.0
1600,96,96,6,6696.0
1600,96,192,6,11116.0
1600,96,288,6,21497.0
1600,96,384,6,29194.0
1600,96,480,6,36054.0
1600,96,576,6,42188.0
1600,192,32,6,5806.0
1600,192,96,6,11639.0
1600,192,192,6,20236.0
1600,192,288,6,41260.0
1600,192,384,6,54491.0
1600,288,32,6,7995.0
1600,288,96,6,16538.0
1600,288,192,6,29243.0
1600,288,288,6,60928.0
1600,384,32,6,10145.0
1600,384,96,6,21513.0
1600,384,192,6,38306.0
1600,384,288,6,112033.0
1600,480,32,6,12318.0
1600,480,96,6,26405.0
1600,480,288,6,139372.0
1600,576,32,6,14424.0
1600,576,96,6,31472.0
1600,576,192,6,86399.0
1600,672,32,6,16555.0
1600,672,96,6,54294.0
1600,672,192,6,100682.0
1600,768,32,6,26043.0
1600,768,96,6,61740.0
1600,864,32,6,29141.0
1600,864,96,6,69592.0
1600,32,32,7,2427.0
1600,32,96,7,3411.0
1600,32,192,7,4920.0
1600,32,288,7,10231.0
1600,32,384,7,13084.0
1600,32,480,7,15972.0
1600,32,576,7,18692.0
1600,32,672,7,21580.0
1600,32,768,7,24440.0
1600,32,864,7,30971.0
1600,96,32,7,3533.0
1600,96,96,7,6251.0
1600,96,192,7,10418.0
1600,96,288,7,19769.0
1600,96,384,7,25680.0
1600,96,480,7,31730.0
1600,96,576,7,38132.0
1600,96,672,7,54026.0
1600,96,864,7,69616.0
1600,192,32,7,5454.0
1600,192,96,7,10803.0
1600,192,192,7,18726.0
1600,192,288,7,37718.0
1600,192,384,7,49744.0
1600,192,480,7,76140.0
1600,288,32,7,7448.0
1600,288,96,7,15286.0
1600,288,192,7,27048.0
1600,288,288,7,55098.0
1600,288,480,7,113242.0
1600,384,32,7,9354.0
1600,384,96,7,19850.0
1600,384,192,7,35356.0
1600,384,288,7,90810.0
1600,480,32,7,11400.0
1600,480,96,7,24406.0
1600,480,192,7,56395.0
1600,480,288,7,112898.0
1600,576,32,7,13326.0
1600,576,96,7,28985.0
1600,576,192,7,67226.0
1600,672,32,7,15253.0
1600,672,96,7,42723.0
1600,768,32,7,17215.0
1600,768,96,7,48500.0
1600,864,32,7,23689.0
1600,864,96,7,54555.0
1600,32,32,8,2363.0
1600,32,96,8,3257.0
1600,32,192,8,4686.0
1600,32,288,8,9313.0
1600,32,384,8,11964.0
1600,32,480,8,14345.0
1600,32,576,8,16905.0
1600,32,672,8,19466.0
1600,32,768,8,22056.0
1600,32,864,8,24672.0
1600,96,32,8,3478.0
1600,96,96,8,5902.0
1600,96,192,8,9685.0
1600,96,288,8,18305.0
1600,96,384,8,23584.0
1600,96,480,8,29145.0
1600,96,576,8,35450.0
1600,96,672,8,41093.0
1600,192,32,8,5036.0
1600,192,96,8,10038.0
1600,192,192,8,17286.0
1600,192,288,8,34137.0
1600,192,384,8,44939.0
1600,192,480,8,55935.0
1600,288,32,8,6801.0
1600,288,96,8,14109.0
1600,288,192,8,24804.0
1600,288,288,8,49829.0
1600,288,384,8,66257.0
1600,384,32,8,8622.0
1600,384,96,8,18214.0
1600,384,192,8,32378.0
1600,384,288,8,65792.0
1600,480,32,8,10403.0
1600,480,96,8,22327.0
1600,480,192,8,39970.0
1600,576,32,8,12155.0
1600,576,96,8,26470.0
1600,672,32,8,13888.0
1600,672,96,8,30636.0
1600,768,32,8,15630.0
1600,864,32,8,17527.0
1600,32,32,9,2253.0
1600,32,96,9,3100.0
1600,32,192,9,4453.0
1600,32,288,9,8273.0
1600,32,384,9,10738.0
1600,32,480,9,12784.0
1600,32,576,9,15040.0
1600,32,672,9,17296.0
1600,32,768,9,19530.0
1600,32,864,9,21851.0
1600,96,32,9,3167.0
1600,96,96,9,5428.0
1600,96,192,9,8888.0
1600,96,288,9,16536.0
1600,96,384,9,21588.0
1600,96,480,9,26142.0
1600,96,576,9,31677.0
1600,96,672,9,35961.0
1600,96,768,9,40913.0
1600,96,864,9,58969.0
1600,192,32,9,4724.0
1600,192,96,9,9139.0
1600,192,192,9,15750.0
1600,192,288,9,30509.0
1600,192,384,9,40141.0
1600,192,480,9,49826.0
1600,192,576,9,59501.0
1600,192,672,9,88854.0
1600,288,32,9,6317.0
1600,288,96,9,12850.0
1600,288,192,9,22580.0
1600,288,288,9,44713.0
1600,288,384,9,59328.0
1600,288,480,9,95140.0
1600,384,32,9,7829.0
1600,384,96,9,16538.0
1600,384,192,9,29409.0
1600,384,288,9,58917.0
1600,480,32,9,9394.0
1600,480,96,9,20310.0
1600,480,192,9,36319.0
1600,480,288,9,94828.0
1600,576,32,9,10948.0
1600,576,96,9,24052.0
1600,576,192,9,43165.0
1600,576,288,9,112936.0
1600,672,32,9,12519.0
1600,672,96,9,27739.0
1600,672,192,9,67840.0
1600,768,32,9,14161.0
1600,768,96,9,31466.0
1600,768,192,9,77080.0
1600,864,32,9,15660.0
1600,864,96,9,46978.0
1600,864,192,9,108966.0
1920,32,32,2,4567.0
1920,32,96,2,6781.0
1920,32,192,2,11746.0
1920,32,288,2,31161.0
1920,32,384,2,43244.0
1920,32,480,2,59290.0
1920,96,32,2,7855.0
1920,96,96,2,15759.0
1920,96,192,2,29768.0
1920,96,288,2,69643.0
1920,192,32,2,14127.0
1920,192,96,2,32214.0
1920,192,192,2,62061.0
1920,288,32,2,22785.0
1920,288,96,2,50960.0
1920,288,192,2,144060.0
1920,384,32,2,30723.0
1920,384,96,2,81740.0
1920,480,32,2,43758.0
1920,576,32,2,75994.0
1920,672,32,2,134937.0
1920,32,32,3,3541.0
1920,32,96,3,5193.0
1920,32,192,3,8626.0
1920,32,288,3,21073.0
1920,32,384,3,29045.0
1920,32,480,3,35905.0
1920,32,672,3,59003.0
1920,96,32,3,5834.0
1920,96,96,3,11350.0
1920,96,192,3,19649.0
1920,96,288,3,46757.0
1920,96,384,3,61696.0
1920,96,480,3,90318.0
1920,192,32,3,10101.0
1920,192,96,3,20831.0
1920,192,192,3,41782.0
1920,192,288,3,104456.0
1920,288,32,3,14430.0
1920,288,96,3,34412.0
1920,288,192,3,76485.0
1920,288,288,3,166342.0
1920,384,32,3,21174.0
1920,384,96,3,45208.0
1920,384,192,3,110682.0
1920,480,32,3,26144.0
1920,480,96,3,68863.0
1920,576,32,3,35708.0
1920,576,96,3,127421.0
1920,672,32,3,44763.0
1920,672,96,3,235131.0
1920,768,32,3,66435.0
1920,864,32,3,113169.0
1920,32,32,4,3201.0
1920,32,96,4,4378.0
1920,32,192,4,6902.0
1920,32,288,4,16568.0
1920,32,384,4,21514.0
1920,32,480,4,30381.0
1920,32,864,4,61070.0
1920,96,32,4,4883.0
1920,96,96,4,9217.0
1920,96,192,4,15786.0
1920,96,288,4,33602.0
1920,96,480,4,66920.0
1920,96,672,4,110344.0
1920,192,32,4,8133.0
1920,192,96,4,16657.0
1920,192,192,4,29205.0
1920,192,288,4,79269.0
1920,192,384,4,104858.0
1920,192,480,4,154931.0
1920,288,32,4,11489.0
1920,288,96,4,24029.0
1920,288,288,4,117664.0
1920,288,384,4,184306.0
1920,384,32,4,14764.0
1920,384,96,4,41662.0
1920,384,192,4,76089.0
1920,384,288,4,183827.0
1920,480,32,4,22822.0
1920,480,96,4,52120.0
1920,480,192,4,119744.0
1920,576,32,4,27242.0
1920,576,96,4,62051.0
1920,672,32,4,31693.0
1920,672,96,4,89219.0
1920,768,32,4,35574.0
1920,864,32,4,47135.0
1920,32,32,5,2786.0
1920,32,96,5,3940.0
1920,32,192,5,6150.0
1920,32,288,5,13808.0
1920,32,384,5,17947.0
1920,32,480,5,22025.0
1920,32,672,5,33012.0
1920,96,32,5,4418.0
1920,96,96,5,7977.0
1920,96,192,5,13440.0
1920,96,288,5,28019.0
1920,96,384,5,36725.0
1920,96,480,5,52025.0
1920,192,32,5,6990.0
1920,192,96,5,14131.0
1920,192,192,5,24685.0
1920,192,288,5,51999.0
1920,192,384,5,80801.0
1920,288,32,5,9859.0
1920,288,96,5,20317.0
1920,288,192,5,35953.0
1920,288,288,5,90720.0
1920,288,384,5,133911.0
1920,384,32,5,12498.0
1920,384,96,5,26561.0
1920,384,192,5,57405.0
1920,384,288,5,133965.0
1920,480,32,5,15188.0
1920,480,96,5,39500.0
1920,480,192,5,83718.0
1920,576,32,5,21301.0
1920,576,96,5,47025.0
1920,576,192,5,114601.0
1920,672,32,5,24660.0
1920,672,96,5,63222.0
1920,768,32,5,27804.0
1920,768,96,5,81619.0
1920,864,32,5,34647.0
1920,864,96,5,114955.0
1920,32,32,6,2612.0
1920,32,96,6,3712.0
1920,32,192,6,5511.0
1920,32,288,6,11914.0
1920,32,384,6,15442.0
1920,32,480,6,19275.0
1920,32,576,6,22367.0
1920,32,672,6,28738.0
1920,32,864,6,36546.0
1920,96,32,6,3924.0
1920,96,96,6,7128.0
1920,96,192,6,11897.0
1920,96,288,6,23877.0
1920,96,384,6,30408.0
1920,96,480,6,39020.0
1920,96,672,6,64176.0
1920,192,32,6,6292.0
1920,192,96,6,12458.0
1920,192,192,6,21709.0
1920,192,288,6,44802.0
1920,192,480,6,88793.0
1920,288,32,6,8547.0
1920,288,96,6,17890.0
1920,288,192,6,31483.0
1920,288,288,6,80575.0
1920,384,32,6,10904.0
1920,384,96,6,23168.0
1920,384,192,6,51447.0
1920,384,288,6,105372.0
1920,480,32,6,13252.0
1920,480,96,6,28663.0
1920,480,192,6,63924.0
1920,480,288,6,184833.0
1920,576,32,6,15508.0
1920,576,96,6,42026.0
1920,672,32,6,21877.0
1920,672,96,6,48607.0
1920,768,32,6,24550.0
1920,768,96,6,84953.0
1920,864,32,6,27436.0
1920,864,96,6,96053.0
1920,32,32,7,2510.0
1920,32,96,7,3636.0
1920,32,192,7,5193.0
1920,32,288,7,10977.0
1920,32,384,7,14307.0
1920,32,480,7,17573.0
1920,32,576,7,20566.0
1920,32,672,7,23759.0
1920,96,32,7,3707.0
1920,96,96,7,6654.0
1920,96,192,7,11136.0
1920,96,288,7,21516.0
1920,96,384,7,28501.0
1920,96,480,7,36127.0
1920,96,576,7,42200.0
1920,192,32,7,5862.0
1920,192,96,7,11666.0
1920,192,192,7,20268.0
1920,192,288,7,41296.0
1920,192,384,7,54518.0
1920,288,32,7,7999.0
1920,288,96,7,16561.0
1920,288,192,7,29311.0
1920,288,288,7,60951.0
1920,384,32,7,10199.0
1920,384,96,7,21579.0
1920,384,192,7,38345.0
1920,384,288,7,112067.0
1920,480,32,7,12327.0
1920,480,96,7,26462.0
1920,480,288,7,139809.0
1920,576,32,7,14385.0
1920,576,96,7,31506.0
1920,576,192,7,86441.0
1920,672,32,7,16577.0
1920,672,96,7,54358.0
1920,672,192,7,100799.0
1920,768,32,7,26196.0
1920,768,96,7,61715.0
1920,864,32,7,29230.0
1920,864,96,7,69707.0
1920,32,32,8,2458.0
1920,32,96,8,3399.0
1920,32,192,8,4962.0
1920,32,288,8,10256.0
1920,32,384,8,12962.0
1920,32,480,8,15971.0
1920,32,576,8,18704.0
1920,32,672,8,21579.0
1920,32,768,8,24485.0
1920,32,864,8,31144.0
1920,96,32,8,3541.0
1920,96,96,8,6303.0
1920,96,192,8,10401.0
1920,96,288,8,19787.0
1920,96,384,8,25694.0
1920,96,480,8,32345.0
1920,96,576,8,39194.0
1920,96,672,8,53991.0
1920,96,864,8,69602.0
1920,192,32,8,5547.0
1920,192,96,8,10889.0
1920,192,192,8,18696.0
1920,192,288,8,37687.0
1920,192,384,8,49753.0
1920,192,480,8,76142.0
1920,288,32,8,7415.0
1920,288,96,8,15344.0
1920,288,192,8,27037.0
1920,288,288,8,55142.0
1920,288,480,8,113074.0
1920,384,32,8,9379.0
1920,384,96,8,19903.0
1920,384,192,8,35390.0
1920,384,288,8,90749.0
1920,480,32,8,11378.0
1920,480,96,8,24434.0
1920,480,192,8,56421.0
1920,480,288,8,113033.0
1920,576,32,8,13287.0
1920,576,96,8,28985.0
1920,576,192,8,67267.0
1920,672,32,8,15299.0
1920,672,96,8,42742.0
1920,768,32,8,17201.0
1920,768,96,8,48528.0
1920,864,32,8,23801.0
1920,864,96,8,54534.0
1920,32,32,9,2339.0
1920,32,96,9,3262.0
1920,32,192,9,4698.0
1920,32,288,9,9308.0
1920,32,384,9,12030.0
1920,32,480,9,14435.0
1920,32,576,9,16927.0
1920,32,672,9,19454.0
1920,32,768,9,22023.0
1920,32,864,9,24514.0
1920,96,32,9,3329.0
1920,96,96,9,5877.0
1920,96,192,9,9640.0
1920,96,288,9,18513.0
1920,96,384,9,23669.0
1920,96,480,9,29206.0
1920,96,576,9,34706.0
1920,96,672,9,41101.0
1920,192,32,9,5093.0
1920,192,96,9,9984.0
1920,192,192,9,17265.0
1920,192,288,9,34122.0
1920,192,384,9,44976.0
1920,192,480,9,55956.0
1920,288,32,9,6834.0
1920,288,96,9,14133.0
1920,288,192,9,24802.0
1920,288,288,9,49920.0
1920,288,384,9,66296.0
1920,384,32,9,8613.0
1920,384,96,9,18288.0
1920,384,192,9,32435.0
1920,384,288,9,66023.0
1920,480,32,9,10417.0
1920,480,96,9,22355.0
1920,480,192,9,40030.0
1920,576,32,9,12215.0
1920,576,96,9,26546.0
1920,672,32,9,13915.0
1920,672,96,9,30653.0
1920,768,32,9,15649.0
1920,864,32,9,17462.0
2240,32,32,3,3975.0
2240,32,96,3,5820.0
2240,32,192,3,9860.0
2240,32,288,3,25981.0
2240,32,384,3,34047.0
2240,32,480,3,44366.0
2240,96,32,3,6624.0
2240,96,96,3,13084.0
2240,96,192,3,25112.0
2240,96,288,3,55199.0
2240,96,384,3,77334.0
2240,192,32,3,11716.0
2240,192,96,3,27088.0
2240,192,192,3,48004.0
2240,192,288,3,119067.0
2240,288,32,3,18858.0
2240,288,96,3,39504.0
2240,288,192,3,85595.0
2240,384,32,3,24408.0
2240,384,96,3,56865.0
2240,480,32,3,31974.0
2240,480,96,3,89992.0
2240,576,32,3,45703.0
2240,672,32,3,71518.0
2240,768,32,3,119710.0
2240,32,32,4,3397.0
2240,32,96,4,4879.0
2240,32,192,4,7999.0
2240,32,288,4,19455.0
2240,32,384,4,27189.0
2240,32,480,4,33263.0
2240,32,576,4,42095.0
2240,96,32,4,5416.0
2240,96,96,4,10527.0
2240,96,192,4,18081.0
2240,96,288,4,43454.0
2240,96,384,4,56398.0
2240,96,480,4,77415.0
2240,192,32,4,9329.0
2240,192,96,4,19198.0
2240,192,192,4,38784.0
2240,192,288,4,84117.0
2240,288,32,4,13259.0
2240,288,96,4,31793.0
2240,288,192,4,57129.0
2240,288,288,4,166444.0
2240,384,32,4,19560.0
2240,384,96,4,41939.0
2240,480,32,4,24150.0
2240,480,96,4,58272.0
2240,480,192,4,180660.0
2240,576,32,4,30930.0
2240,576,96,4,92135.0
2240,672,32,4,44829.0
2240,672,96,4,133139.0
2240,768,32,4,49977.0
2240,864,32,4,67668.0
2240,32,32,5,2995.0
2240,32,96,5,4281.0
2240,32,192,5,6787.0
2240,32,288,5,15637.0
2240,32,384,5,20330.0
2240,32,480,5,27018.0
2240,32,672,5,37522.0
2240,96,32,5,4708.0
2240,96,96,5,8805.0
2240,96,192,5,14993.0
2240,96,288,5,31726.0
2240,96,384,5,46846.0
2240,96,480,5,59334.0
2240,192,32,5,7802.0
2240,192,96,5,15857.0
2240,192,192,5,27829.0
2240,192,288,5,69197.0
2240,192,384,5,90815.0
2240,288,32,5,10920.0
2240,288,96,5,22832.0
2240,288,192,5,48134.0
2240,288,288,5,102897.0
2240,384,32,5,14051.0
2240,384,96,5,35128.0
2240,384,192,5,63477.0
2240,480,32,5,20120.0
2240,480,96,5,43683.0
2240,576,32,5,23816.0
2240,576,192,5,168012.0
2240,672,32,5,27635.0
2240,672,96,5,104040.0
2240,768,32,5,47356.0
2240,768,96,5,118141.0
2240,864,32,5,53226.0
2240,864,96,5,213282.0
2240,32,32,6,2847.0
2240,32,96,6,4007.0
2240,32,192,6,6173.0
2240,32,288,6,13806.0
2240,32,384,6,17683.0
2240,32,480,6,22068.0
2240,32,672,6,33092.0
2240,96,32,6,4343.0
2240,96,96,6,7941.0
2240,96,192,6,13488.0
2240,96,288,6,28107.0
2240,96,384,6,36720.0
2240,96,480,6,51670.0
2240,192,32,6,7059.0
2240,192,96,6,14191.0
2240,192,192,6,24739.0
2240,192,288,6,52004.0
2240,192,384,6,81577.0
2240,288,32,6,9713.0
2240,288,96,6,20439.0
2240,288,192,6,36001.0
2240,288,288,6,91204.0
2240,288,384,6,134015.0
2240,384,32,6,12519.0
2240,384,96,6,26515.0
2240,384,192,6,57450.0
2240,384,288,6,133704.0
2240,480,32,6,15162.0
2240,480,96,6,39660.0
2240,480,192,6,83769.0
2240,576,32,6,21362.0
2240,576,96,6,47057.0
2240,576,192,6,114628.0
2240,672,32,6,24691.0
2240,672,96,6,63247.0
2240,768,32,6,27743.0
2240,768,96,6,81705.0
2240,864,32,6,34697.0
2240,864,96,6,114853.0
2240,32,32,7,2649.0
2240,32,96,7,3742.0
2240,32,192,7,5661.0
2240,32,288,7,12114.0
2240,32,384,7,15454.0
2240,32,480,7,19337.0
2240,32,576,7,22418.0
2240,32,672,7,28801.0
2240,32,864,7,36488.0
2240,96,32,7,3900.0
2240,96,96,7,7097.0
2240,96,192,7,11956.0
2240,96,288,7,23990.0
2240,96,384,7,30532.0
2240,96,480,7,39208.0
2240,96,672,7,64397.0
2240,192,32,7,6275.0
2240,192,96,7,12521.0
2240,192,192,7,21743.0
2240,192,288,7,44916.0
2240,192,480,7,89168.0
2240,288,32,7,8549.0
2240,288,96,7,17904.0
2240,288,192,7,31520.0
2240,288,288,7,80335.0
2240,384,32,7,10965.0
2240,384,96,7,23194.0
2240,384,192,7,51478.0
2240,384,288,7,105485.0
2240,480,32,7,13241.0
2240,480,96,7,28631.0
2240,480,192,7,63904.0
2240,480,288,7,184965.0
